,antecedents,consequents,conviction
173,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box","Master Caster Door Stop, Brown",1.9661016949152543
172,Xerox 1906,Avery 505,1.9661016949152543
171,"Master Caster Door Stop, Brown","Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",1.9661016949152543
168,Logitech G602 Wireless Gaming Mouse,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",1.9661016949152543
179,Logitech G602 Wireless Gaming Mouse,Chromcraft Rectangular Conference Tables,1.9661016949152543
182,Logitech G602 Wireless Gaming Mouse,Eldon Wave Desk Accessories,1.9661016949152543
209,Logitech G602 Wireless Gaming Mouse,Wilson Jones Century Plastic Molded Ring Binders,1.957627118644068
167,Avery 505,Xerox 1906,1.9661016949152543
166,Eldon Wave Desk Accessories,Logitech G602 Wireless Gaming Mouse,1.9661016949152543
170,Eldon Wave Desk Accessories,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",1.9661016949152543
165,"Lesro Round Back Collection Coffee Table, End Table","Elite 5"" Scissors",1.9661016949152543
163,Fellowes PB300 Plastic Comb Binding Machine,"Eldon Base for stackable storage shelf, platinum",1.6454802259887007
147,Plantronics MX500i Earset,Xerox 188,2.9364406779661016
159,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,"Boston School Pro Electric Pencil Sharpener, 1670",1.6454802259887007
196,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,Staple magnet,1.6384180790960454
158,Binder Clips by OIC,Wilson Jones Century Plastic Molded Ring Binders,2.9364406779661016
156,2300 Heavy-Duty Transfer File Systems by Perma,Staple-based wall hangings,2.9364406779661016
155,"Eldon Base for stackable storage shelf, platinum",Fellowes PB300 Plastic Comb Binding Machine,2.9364406779661016
263,"Eldon Base for stackable storage shelf, platinum",Staple envelope,2.8093220338983045
154,Griffin GC17055 Auxiliary Audio Cable,Wilson Jones Century Plastic Molded Ring Binders,2.9364406779661016
153,Wilson Jones Century Plastic Molded Ring Binders,Griffin GC17055 Auxiliary Audio Cable,1.6454802259887007
157,Wilson Jones Century Plastic Molded Ring Binders,Binder Clips by OIC,1.6454802259887007
210,Wilson Jones Century Plastic Molded Ring Binders,Logitech G602 Wireless Gaming Mouse,1.6384180790960454
152,Staple-based wall hangings,2300 Heavy-Duty Transfer File Systems by Perma,1.6454802259887007
227,Staple-based wall hangings,Xerox 1909,1.63135593220339
284,Staple-based wall hangings,Easy-staple paper,1.5889830508474576
151,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,Xerox 188,2.9364406779661016
149,Wilson Electronics DB Pro Signal Booster,OtterBox Commuter Series Case - iPhone 5 & 5s,1.6454802259887007
231,Wilson Electronics DB Pro Signal Booster,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",1.63135593220339
257,Wilson Electronics DB Pro Signal Booster,"Global High-Back Leather Tilter, Burgundy",1.6101694915254237
148,Xerox 1997,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",1.6454802259887007
229,Xerox 1997,3M Hangers With Command Adhesive,1.63135593220339
0,Advantus Plastic Paper Clips,Avery 495,inf
