,antecedents,consequents,conviction
254,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",JBL Micro Wireless Portable Bluetooth Speaker,2.9559902200488994
255,JBL Micro Wireless Portable Bluetooth Speaker,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",1.4889975550122247
459,JBL Micro Wireless Portable Bluetooth Speaker,Security-Tint Envelopes,1.485330073349633
139,Holmes 99% HEPA Air Purifier,Newell 311,2.970660146699266
138,Avery 498,GBC ProClick Spines for 32-Hole Punch,2.970660146699266
137,Xerox 1996,Round Specialty Laser Printer Labels,2.970660146699266
50,Geemarc AmpliPOWER60,Panasonic KP-150 Electric Pencil Sharpener,1.6585167074164626
273,Geemarc AmpliPOWER60,Vtech CS6719,1.650366748166259
293,Geemarc AmpliPOWER60,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",1.650366748166259
35,Eldon Radial Chair Mat for Low to Medium Pile Carpets,OtterBox Commuter Series Case - iPhone 5 & 5s,2.9779951100244495
36,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite","Strathmore #10 Envelopes, Ultimate White",2.9779951100244495
37,Avery 496,Cisco SPA525G2 IP Phone - Wireless,2.9779951100244495
38,Ibico Laser Imprintable Binding System Covers,Xerox 2000,2.9779951100244495
39,"Decoflex Hanging Personal Folder File, Blue",Xerox 1915,2.9779951100244495
40,"Trav-L-File Heavy-Duty Shuttle II, Black","Contract Clock, 14"", Brown",1.6585167074164626
289,"Trav-L-File Heavy-Duty Shuttle II, Black",Fellowes PB200 Plastic Comb Binding Machine,1.650366748166259
533,"Trav-L-File Heavy-Duty Shuttle II, Black",Cardinal EasyOpen D-Ring Binders,1.646291768541157
987,"Trav-L-File Heavy-Duty Shuttle II, Black",Staples,1.5892420537897307
42,Avery 502,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",inf
43,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",Avery 502,1.6585167074164626
522,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",Boston Home & Office Model 2000 Electric Pencil Sharpeners,1.646291768541157
694,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",Newell 312,1.6381418092909532
44,Panasonic KP-150 Electric Pencil Sharpener,Geemarc AmpliPOWER60,inf
45,First Data FD10 PIN Pad,"File Shuttle II and Handi-File, Black",inf
244,First Data FD10 PIN Pad,KI Adjustable-Height Table,inf
340,First Data FD10 PIN Pad,DAX Wood Document Frame,inf
46,"File Shuttle II and Handi-File, Black",First Data FD10 PIN Pad,1.6585167074164626
824,"File Shuttle II and Handi-File, Black",KI Adjustable-Height Table,1.6299918500407495
848,"File Shuttle II and Handi-File, Black",DAX Wood Document Frame,1.6259168704156477
47,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Southworth Parchment Paper & Envelopes,1.6585167074164626
518,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Cardinal Holdit Business Card Pockets,1.646291768541157
594,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes","Computer Room Manger, 14""",1.6422167889160553
825,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Eldon Wave Desk Accessories,1.6299918500407495
1051,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Staple envelope,1.5566422167889158
48,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",Zebra Zazzle Fluorescent Highlighters,inf
49,Southworth Parchment Paper & Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",inf
240,Southworth Parchment Paper & Envelopes,Eldon Wave Desk Accessories,inf
51,Logitech K350 2.4Ghz Wireless Keyboard,"Carina Mini System Audio Rack, Model AR050B",1.6585167074164626
497,Logitech K350 2.4Ghz Wireless Keyboard,Ibico Standard Transparent Covers,1.646291768541157
33,Xerox 1915,"Decoflex Hanging Personal Folder File, Blue",2.9779951100244495
52,"Carina Mini System Audio Rack, Model AR050B",Logitech K350 2.4Ghz Wireless Keyboard,inf
53,Zebra Zazzle Fluorescent Highlighters,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",1.6585167074164626
322,Zebra Zazzle Fluorescent Highlighters,Avery Printable Repositionable Plastic Tabs,1.650366748166259
353,Zebra Zazzle Fluorescent Highlighters,Xerox 1893,1.650366748166259
54,Xerox 1975,Jabra Supreme Plus Driver Edition Headset,inf
55,Tensor Computer Mounted Lamp,Kensington Expert Mouse Optical USB Trackball for PC or Mac,1.6585167074164626
56,Kensington Expert Mouse Optical USB Trackball for PC or Mac,Tensor Computer Mounted Lamp,inf
57,Jabra Supreme Plus Driver Edition Headset,Xerox 1975,1.6585167074164626
607,Jabra Supreme Plus Driver Edition Headset,Avery 476,1.6422167889160553
58,Polycom SoundPoint IP 450 VoIP phone,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",inf
59,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Polycom SoundPoint IP 450 VoIP phone,1.6585167074164626
60,"Dana Fluorescent Magnifying Lamp, White, 36""",Acco 6 Outlet Guardian Premium Surge Suppressor,inf
61,Acco 6 Outlet Guardian Premium Surge Suppressor,"Dana Fluorescent Magnifying Lamp, White, 36""",1.6585167074164626
62,Bevis Round Conference Table Top & Single Column Base,Rubber Band Ball,1.9853300733496333
63,SAFCO Boltless Steel Shelving,Newell Chalk Holder,1.9853300733496333
64,Newell 311,Holmes 99% HEPA Air Purifier,1.9853300733496333
65,Logitech Wireless Gaming Headset G930,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,1.9853300733496333
417,Logitech Wireless Gaming Headset G930,Newell 345,1.9706601466992666
34,OtterBox Commuter Series Case - iPhone 5 & 5s,Eldon Radial Chair Mat for Low to Medium Pile Carpets,2.9779951100244495
32,"Strathmore #10 Envelopes, Ultimate White","LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",2.9779951100244495
67,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Staple holder,inf
15,Logitech G35 7.1-Channel Surround Sound Headset,Avery 486,inf
1,Things To Do Today Pad,Avery 49,inf
2,Sony 16GB Class 10 Micro SDHC R40 Memory Card,Global Chrome Stack Chair,inf
3,Xerox 1959,Motorla HX550 Universal Bluetooth Headset,inf
4,Avery 509,Spiral Phone Message Books with Labels by Adams,inf
5,Lenovo 17-Key USB Numeric Keypad,Rogers Handheld Barrel Pencil Sharpener,inf
6,Avery 489,Self-Adhesive Removable Labels,inf
7,Rogers Handheld Barrel Pencil Sharpener,Lenovo 17-Key USB Numeric Keypad,2.985330073349633
8,Global Chrome Stack Chair,Sony 16GB Class 10 Micro SDHC R40 Memory Card,2.985330073349633
9,Motorla HX550 Universal Bluetooth Headset,Xerox 1959,2.985330073349633
10,Spiral Phone Message Books with Labels by Adams,Avery 509,2.985330073349633
11,Self-Adhesive Removable Labels,Avery 489,2.985330073349633
12,Bevis Rectangular Conference Tables,Canvas Sectional Post Binders,1.9902200488997555
774,Bevis Rectangular Conference Tables,DAX Wood Document Frame,1.9511002444987775
13,Xerox 1992,Avery 520,inf
14,Avery 486,Logitech G35 7.1-Channel Surround Sound Headset,1.9902200488997555
331,Avery 486,Polycom CX300 Desktop Phone USB VoIP phone,1.9755501222493888
16,Newell 315,Boston 16701 Slimline Battery Pencil Sharpener,1.9902200488997555
31,Xerox 2000,Ibico Laser Imprintable Binding System Covers,2.9779951100244495
17,Boston 16701 Slimline Battery Pencil Sharpener,Newell 315,inf
18,Avery 520,Xerox 1992,1.9902200488997555
19,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Executive Impressions Supervisor Wall Clock,1.9902200488997555
20,Executive Impressions Supervisor Wall Clock,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",inf
21,Canvas Sectional Post Binders,Bevis Rectangular Conference Tables,inf
284,Canvas Sectional Post Binders,DAX Wood Document Frame,inf
22,Fellowes PB200 Plastic Comb Binding Machine,"Contract Clock, 14"", Brown",1.9902200488997555
288,Fellowes PB200 Plastic Comb Binding Machine,"Trav-L-File Heavy-Duty Shuttle II, Black",1.9755501222493888
767,Fellowes PB200 Plastic Comb Binding Machine,DAX Wood Document Frame,1.9511002444987775
23,"Contract Clock, 14"", Brown",Fellowes PB200 Plastic Comb Binding Machine,inf
41,"Contract Clock, 14"", Brown","Trav-L-File Heavy-Duty Shuttle II, Black",inf
24,Cisco SPA525G2 IP Phone - Wireless,Avery 496,2.9779951100244495
191,Cisco SPA525G2 IP Phone - Wireless,GBC DocuBind P50 Personal Binding Machine,2.963325183374083
384,Cisco SPA525G2 IP Phone - Wireless,Kingston Digital DataTraveler 16GB USB 2.0,2.948655256723716
25,Harmony HEPA Quiet Air Purifiers,Logitech ClearChat Comfort/USB Headset H390,2.9779951100244495
26,Logitech ClearChat Comfort/USB Headset H390,Harmony HEPA Quiet Air Purifiers,2.9779951100244495
143,Logitech ClearChat Comfort/USB Headset H390,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",2.970660146699266
27,GE 2-Jack Phone Line Splitter,9-3/4 Diameter Round Wall Clock,2.9779951100244495
28,9-3/4 Diameter Round Wall Clock,GE 2-Jack Phone Line Splitter,2.9779951100244495
29,Prang Dustless Chalk Sticks,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",2.9779951100244495
30,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",Prang Dustless Chalk Sticks,2.9779951100244495
397,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",DMI Arturo Collection Mission-style Design Wood Chair,2.948655256723716
66,Staple holder,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,1.9853300733496333
68,Laminate Occasional Tables,Newell 345,inf
136,Magna Visual Magnetic Picture Hangers,Portable Personal File Box,2.970660146699266
120,Rogers Deluxe File Chest,Self-Adhesive Address Labels for Typewriters by Universal,1.4926650366748164
462,Rogers Deluxe File Chest,Xerox 1933,1.485330073349633
106,Xerox 1954,"Computer Room Manger, 14""",inf
107,Logitech G700s Rechargeable Gaming Mouse,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,1.9853300733496333
727,Logitech G700s Rechargeable Gaming Mouse,"Angle-D Binders with Locking Rings, Label Holders",1.9559902200488997
108,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Hon Pagoda Stacking Chairs,1.9853300733496333
109,"Seth Thomas 13 1/2"" Wall Clock",GBC Standard Therm-A-Bind Covers,2.970660146699266
110,Wilson Jones Easy Flow II Sheet Lifters,OIC Stacking Trays,1.4926650366748164
614,Wilson Jones Easy Flow II Sheet Lifters,"SAFCO Commercial Wire Shelving, Black",1.4816625916870414
708,Wilson Jones Easy Flow II Sheet Lifters,Economy Rollaway Files,1.4779951100244497
1030,Wilson Jones Easy Flow II Sheet Lifters,Staples,1.4303178484107577
1043,Wilson Jones Easy Flow II Sheet Lifters,Easy-staple paper,1.4229828850855746
111,Rubber Band Ball,Bevis Round Conference Table Top & Single Column Base,2.970660146699266
112,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Logitech G700s Rechargeable Gaming Mouse,2.970660146699266
113,Google Nexus 5,GBC Standard Therm-A-Bind Covers,2.970660146699266
114,Tops White Computer Printout Paper,Eldon Portable Mobile Manager,2.970660146699266
238,Tops White Computer Printout Paper,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,2.9559902200488994
115,Hon Pagoda Stacking Chairs,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",2.970660146699266
116,GBC Wire Binding Combs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,1.4926650366748164
801,GBC Wire Binding Combs,Carina Double Wide Media Storage Towers in Natural & Black,1.474327628361858
945,GBC Wire Binding Combs,Staples in misc. colors,1.452322738386308
117,Dana Swing-Arm Lamps,"Sanford Colorific Colored Pencils, 12/Box",2.970660146699266
118,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",2.970660146699266
119,Mophie Juice Pack Helium for iPhone,Acme Elite Stainless Steel Scissors,2.970660146699266
121,Avery 499,Adjustable Personal File Tote,1.4926650366748164
104,Xerox 220,Avery 48,1.9853300733496333
716,Xerox 220,Avery Arch Ring Binders,1.9559902200488997
122,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak","Global Airflow Leather Mesh Back Chair, Black",2.970660146699266
123,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Xerox 1909,2.970660146699266
124,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,"Bush Cubix Conference Tables, Fully Assembled",1.4926650366748164
239,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Tops White Computer Printout Paper,1.4889975550122247
260,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Acme Stainless Steel Office Snips,1.4889975550122247
703,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,"Master Caster Door Stop, Large Neon Orange",1.4779951100244497
712,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Acco Suede Grain Vinyl Round Ring Binder,1.4779951100244497
125,Newell Chalk Holder,SAFCO Boltless Steel Shelving,2.970660146699266
126,Bulldog Vacuum Base Pencil Sharpener,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,2.970660146699266
127,Xerox 1970,GBC DocuBind P400 Electric Binding System,2.970660146699266
128,Memorex Micro Travel Drive 16 GB,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",2.970660146699266
129,"Computer Room Manger, 14""",Xerox 1954,1.4926650366748164
613,"Computer Room Manger, 14""","#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",1.4816625916870414
899,"Computer Room Manger, 14""",Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,1.463325183374083
1076,"Computer Room Manger, 14""",Staple envelope,1.4009779951100243
130,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",Newell 34,2.970660146699266
131,Stockwell Push Pins,Boston 16750 Black Compact Battery Pencil Sharpener,1.4926650366748164
448,Stockwell Push Pins,"Global Stack Chair with Arms, Black",1.485330073349633
917,Stockwell Push Pins,Avery Non-Stick Binders,1.4596577017114913
938,Stockwell Push Pins,Storex Dura Pro Binders,1.452322738386308
949,Stockwell Push Pins,Staple remover,1.452322738386308
132,Ricoh - Ink Collector Unit for GX3000 Series Printers,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",2.970660146699266
133,"Maxell Pro 80 Minute CD-R, 10/Pack","DAX Cubicle Frames, 8-1/2 x 11",2.970660146699266
451,"Maxell Pro 80 Minute CD-R, 10/Pack","Global Value Mid-Back Manager's Chair, Gray",2.9413202933985327
667,"Maxell Pro 80 Minute CD-R, 10/Pack",Avery Non-Stick Binders,2.9193154034229827
134,Xerox 1999,Safco Industrial Shelving,2.970660146699266
190,Xerox 1999,Ibico Standard Transparent Covers,2.963325183374083
231,Xerox 1999,"Global Value Steno Chair, Gray",2.9559902200488994
135,Honeywell Quietcare HEPA Air Cleaner,GBC Recycled Regency Composition Covers,2.970660146699266
105,Round Specialty Laser Printer Labels,Xerox 1996,1.9853300733496333
103,"Sanford Colorific Colored Pencils, 12/Box",Dana Swing-Arm Lamps,1.9853300733496333
224,"Sanford Colorific Colored Pencils, 12/Box",Storex DuraTech Recycled Plastic Frosted Binders,1.980440097799511
69,Prang Colored Pencils,Apple iPhone 5S,1.9853300733496333
85,"Bush Cubix Conference Tables, Fully Assembled",Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,inf
70,OIC Stacking Trays,Wilson Jones Easy Flow II Sheet Lifters,inf
71,Adjustable Personal File Tote,Avery 499,inf
72,"Global Airflow Leather Mesh Back Chair, Black","Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",1.9853300733496333
73,Hon Every-Day Chair Series Swivel Task Chairs,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,inf
74,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,GBC Wire Binding Combs,inf
75,Newell 34,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",1.9853300733496333
76,GBC DocuBind P400 Electric Binding System,Xerox 1970,1.9853300733496333
77,Portable Personal File Box,Magna Visual Magnetic Picture Hangers,1.9853300733496333
93,Portable Personal File Box,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",1.9853300733496333
78,GBC Recycled Regency Composition Covers,Honeywell Quietcare HEPA Air Cleaner,1.9853300733496333
79,Safco Industrial Shelving,Xerox 1999,1.9853300733496333
333,Safco Industrial Shelving,Ibico Standard Transparent Covers,1.9755501222493888
967,Safco Industrial Shelving,Easy-staple paper,1.8973105134474328
80,Boston 16750 Black Compact Battery Pencil Sharpener,Stockwell Push Pins,inf
81,GBC Standard Therm-A-Bind Covers,"Seth Thomas 13 1/2"" Wall Clock",1.9853300733496333
83,GBC Standard Therm-A-Bind Covers,Google Nexus 5,1.9853300733496333
82,Alphabetical Labels for Top Tab Filing,Belkin F9S820V06 8 Outlet Surge,1.9853300733496333
84,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Bulldog Vacuum Base Pencil Sharpener,1.9853300733496333
427,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,HON 5400 Series Task Chairs for Big and Tall,1.9706601466992666
86,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",1.9853300733496333
102,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",Xerox 1906,1.9853300733496333
87,Eldon Portable Mobile Manager,Tops White Computer Printout Paper,1.9853300733496333
88,Acme Elite Stainless Steel Scissors,Mophie Juice Pack Helium for iPhone,1.9853300733496333
89,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),1.9853300733496333
90,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Memorex Micro Travel Drive 16 GB,1.9853300733496333
91,Xerox 1909,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",1.9853300733496333
92,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",Ricoh - Ink Collector Unit for GX3000 Series Printers,1.9853300733496333
784,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",Ibico Hi-Tech Manual Binding System,1.9511002444987775
94,Canon PC940 Copier,Avery 476,inf
95,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",Logitech ClearChat Comfort/USB Headset H390,1.9853300733496333
96,Crate-A-Files,Avery 518,1.9853300733496333
97,"DAX Cubicle Frames, 8-1/2 x 11","Maxell Pro 80 Minute CD-R, 10/Pack",1.9853300733496333
219,"DAX Cubicle Frames, 8-1/2 x 11",Acme Titanium Bonded Scissors,1.980440097799511
98,Self-Adhesive Address Labels for Typewriters by Universal,Rogers Deluxe File Chest,inf
99,OtterBox Defender Series Case - Samsung Galaxy S4,Avery 476,inf
100,GBC ProClick Spines for 32-Hole Punch,Avery 498,1.9853300733496333
101,GBC VeloBinder Manual Binding System,Avery 48,1.9853300733496333
300,Eldon Simplefile Box Office,DIXON Ticonderoga Erasable Checking Pencils,1.9755501222493888
302,Newell 32,Panasonic KX-TG9471B,1.650366748166259
304,Newell 32,Plantronics Audio 478 Stereo USB Headset,1.650366748166259
1067,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Staple envelope,1.5566422167889158
652,Xerox 1968,"Global Value Mid-Back Manager's Chair, Gray",1.960880195599022
663,O'Sullivan Plantations 2-Door Library in Landvery Oak,Premium Transparent Presentation Covers by GBC,1.960880195599022
662,"Bush Westfield Collection Bookcases, Fully Assembled",Premium Transparent Presentation Covers by GBC,1.960880195599022
659,SAFCO Arco Folding Chair,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",1.3202933985330072
661,SAFCO Arco Folding Chair,Sanford Liquid Accent Highlighters,1.3202933985330072
768,SAFCO Arco Folding Chair,Avery Self-Adhesive Photo Pockets for Polaroid Photos,1.317033414832926
780,SAFCO Arco Folding Chair,O'Sullivan 2-Shelf Heavy-Duty Bookcases,1.317033414832926
1083,SAFCO Arco Folding Chair,Easy-staple paper,1.264873675631622
656,Sanford Liquid Accent Highlighters,SAFCO Arco Folding Chair,1.960880195599022
654,Novimex Swivel Fabric Task Chair,GBC Instant Report Kit,1.960880195599022
664,Novimex Swivel Fabric Task Chair,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",1.960880195599022
653,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",SAFCO Arco Folding Chair,1.960880195599022
650,GBC Instant Report Kit,Novimex Swivel Fabric Task Chair,1.3202933985330072
761,GBC Instant Report Kit,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",1.317033414832926
772,GBC Instant Report Kit,Boston Home & Office Model 2000 Electric Pencil Sharpeners,1.317033414832926
305,Acme Value Line Scissors,"DataProducts Ampli Magnifier Task Lamp, Black,",1.650366748166259
336,Acme Value Line Scissors,Mediabridge Sport Armband iPhone 5s,1.650366748166259
495,Acme Value Line Scissors,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,1.646291768541157
880,Acme Value Line Scissors,Avery Non-Stick Binders,1.6218418907905459
648,Sterilite Officeware Hinged File Box,Avery Printable Repositionable Plastic Tabs,1.3202933985330072
829,Sterilite Officeware Hinged File Box,Newell 345,1.3137734311328444
951,Sterilite Officeware Hinged File Box,DMI Eclipse Executive Suite Bookcases,1.3007334963325183
643,"Executive Impressions 14""",Ibico Hi-Tech Manual Binding System,2.926650366748166
638,Maxell 4.7GB DVD-RW 3/Pack,Fellowes Super Stor/Drawer Files,1.4816625916870414
637,Fellowes Superior 10 Outlet Split Surge Protector,Office Star - Contemporary Task Swivel Chair,1.4816625916870414
811,Fellowes Superior 10 Outlet Split Surge Protector,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",1.474327628361858
632,Ideal Clamps,Ibico Hi-Tech Manual Binding System,2.926650366748166
628,"Wilson Jones Hanging View Binder, White, 1""","Global Leather and Oak Executive Chair, Black",1.4816625916870414
666,Avery Non-Stick Binders,"Maxell Pro 80 Minute CD-R, 10/Pack",1.2132572670469983
813,Avery Non-Stick Binders,Avery 483,1.2102689486552567
814,Avery Non-Stick Binders,Cisco SPA301,1.2102689486552567
818,Avery Non-Stick Binders,Security-Tint Envelopes,1.2102689486552567
820,Avery Non-Stick Binders,Ibico Plastic and Wire Spiral Binding Combs,1.2102689486552567
821,Avery Non-Stick Binders,Global Comet Stacking Arm Chair,1.2102689486552567
878,Avery Non-Stick Binders,Logitech Wireless Performance Mouse MX for PC and Mac,1.2072806302635155
879,Avery Non-Stick Binders,Acme Value Line Scissors,1.2072806302635155
914,Avery Non-Stick Binders,Acme Forged Steel Scissors with Black Enamel Handles,1.204292311871774
918,Avery Non-Stick Binders,Stockwell Push Pins,1.204292311871774
919,Avery Non-Stick Binders,X-Rack File for Hanging Folders,1.204292311871774
936,Avery Non-Stick Binders,Carina Double Wide Media Storage Towers in Natural & Black,1.2013039934800327
937,Avery Non-Stick Binders,AT&T 17929 Lendline Telephone,1.2013039934800327
968,Avery Non-Stick Binders,"Global Value Mid-Back Manager's Chair, Gray",1.1983156750882913
970,Avery Non-Stick Binders,Premium Transparent Presentation Covers by GBC,1.1983156750882913
994,Avery Non-Stick Binders,Eldon Wave Desk Accessories,1.1953273566965499
1024,Avery Non-Stick Binders,DMI Eclipse Executive Suite Bookcases,1.1923390383048085
1071,Avery Non-Stick Binders,Staple remover,1.1833740831295845
1072,Avery Non-Stick Binders,Staples in misc. colors,1.1833740831295845
1073,Avery Non-Stick Binders,Storex Dura Pro Binders,1.1833740831295845
678,"Southworth 100% Résumé Paper, 24lb.","Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",1.3828850855745722
790,"Southworth 100% Résumé Paper, 24lb.",Tennsco Industrial Shelving,1.3794621026894869
679,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors","GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",1.3828850855745722
680,Newell 312,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",1.3828850855745722
791,Newell 312,Pyle PMP37LED,1.3794621026894869
685,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Staple-based wall hangings,1.6381418092909532
846,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets","Eldon Image Series Desk Accessories, Burgundy",1.6259168704156477
687,AT&T 841000 Phone,Safco Industrial Wire Shelving System,1.6381418092909532
756,AT&T 841000 Phone,"Fellowes Personal Hanging Folder Files, Navy",1.6340668296658514
702,Logitech Wireless Marathon Mouse M705,GBC Plastic Binding Combs,1.4779951100244497
1040,Logitech Wireless Marathon Mouse M705,Easy-staple paper,1.4229828850855746
1077,Logitech Wireless Marathon Mouse M705,Staple envelope,1.4009779951100243
704,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",1.4779951100244497
728,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Deflect-o Glass Clear Studded Chair Mats,1.4779951100244497
706,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,1.4779951100244497
714,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Deflect-o Glass Clear Studded Chair Mats,1.4779951100244497
707,Acco Suede Grain Vinyl Round Ring Binder,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,1.4779951100244497
807,Acco Suede Grain Vinyl Round Ring Binder,Wilson Jones Legal Size Ring Binders,1.474327628361858
810,Acco Suede Grain Vinyl Round Ring Binder,GBC DocuBind TL300 Electric Binding System,1.474327628361858
711,"Global Leather Task Chair, Black",Longer-Life Soft White Bulbs,1.4779951100244497
713,Hewlett Packard 310 Color Digital Copier,Avery Arch Ring Binders,1.9559902200488997
718,Deflect-o Glass Clear Studded Chair Mats,Xerox 217,1.4779951100244497
721,Deflect-o Glass Clear Studded Chair Mats,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,1.4779951100244497
729,Deflect-o Glass Clear Studded Chair Mats,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",1.4779951100244497
722,Xerox 1971,KI Adjustable-Height Table,1.9559902200488997
1006,Xerox 1971,Staple envelope,1.8679706601466992
724,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,KI Adjustable-Height Table,1.9559902200488997
726,"Angle-D Binders with Locking Rings, Label Holders",Logitech G700s Rechargeable Gaming Mouse,1.273140062871114
734,Safco Contoured Stacking Chairs,Global Highback Leather Tilter in Burgundy,1.4779951100244497
627,"Eldon Expressions Wood Desk Accessories, Oak",Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,1.4816625916870414
