,Order ID,Order Date,Segment,State,City,Product Name,Category,Sub-Category,Sales
3037,US-2016-123960,11/06/2016,Consumer,Louisiana,Monroe,Xerox 222,Office Supplies,Paper,32.4
3038,US-2016-123960,11/06/2016,Consumer,Louisiana,Monroe,DAX Clear Channel Poster Frame,Furniture,Furnishings,29.16
3039,CA-2018-101749,03/10/2018,Corporate,California,Pasadena,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Furniture,Tables,171.288
3040,US-2017-147991,05/05/2017,Consumer,Tennessee,Chattanooga,"Eldon Image Series Desk Accessories, Burgundy",Furniture,Furnishings,16.72
3041,CA-2018-149559,11/09/2018,Home Office,California,Long Beach,Xerox 1996,Office Supplies,Paper,12.96
3042,CA-2018-149559,11/09/2018,Home Office,California,Long Beach,#10 Self-Seal White Envelopes,Office Supplies,Envelopes,22.18
3043,CA-2018-149559,11/09/2018,Home Office,California,Long Beach,Hon Pagoda Stacking Chairs,Furniture,Chairs,2054.272
3044,CA-2016-135174,30/04/2016,Consumer,Ohio,Troy,Cisco Unified IP Phone 7945G VoIP phone,Technology,Phones,1022.97
3045,CA-2018-125290,06/11/2018,Home Office,Minnesota,Minneapolis,Newell 339,Office Supplies,Art,13.9
3046,CA-2018-125290,06/11/2018,Home Office,Minnesota,Minneapolis,Easy-staple paper,Office Supplies,Paper,26.38
3047,CA-2015-137351,30/09/2015,Consumer,Washington,Seattle,DXL Angle-View Binders with Locking Rings by Samsill,Office Supplies,Binders,43.176
3048,CA-2018-121419,02/04/2018,Home Office,Georgia,Columbus,Bevis 44 x 96 Conference Tables,Furniture,Tables,411.8
3049,CA-2018-121419,02/04/2018,Home Office,Georgia,Columbus,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,Technology,Accessories,360.0
3050,US-2018-148054,06/10/2018,Home Office,Idaho,Meridian,36X48 HARDFLOOR CHAIRMAT,Furniture,Furnishings,41.96
3051,US-2018-148054,06/10/2018,Home Office,Idaho,Meridian,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Office Supplies,Appliances,227.84
3052,US-2018-148054,06/10/2018,Home Office,Idaho,Meridian,Computer Printout Paper with Letter-Trim Perforations,Office Supplies,Paper,37.94
3053,CA-2017-128517,09/04/2017,Home Office,Michigan,Detroit,Nortel Meridian M5316 Digital phone,Technology,Phones,517.9
3054,CA-2017-128517,09/04/2017,Home Office,Michigan,Detroit,Storex Flexible Poly Binders with Double Pockets,Office Supplies,Binders,5.28
3055,US-2016-100377,28/08/2016,Corporate,Illinois,Chicago,Canon Imageclass D680 Copier / Fax,Technology,Copiers,2799.96
3056,CA-2018-131492,19/10/2018,Corporate,California,San Francisco,Ampad #10 Peel & Seel Holiday Envelopes,Office Supplies,Envelopes,8.96
3057,CA-2018-131492,19/10/2018,Corporate,California,San Francisco,Avery 518,Office Supplies,Labels,31.5
3058,CA-2018-131492,19/10/2018,Corporate,California,San Francisco,"Linden 10"" Round Wall Clock, Black",Furniture,Furnishings,30.56
3059,CA-2018-131492,19/10/2018,Corporate,California,San Francisco,Anderson Hickey Conga Table Tops & Accessories,Furniture,Tables,24.368
3060,CA-2017-144554,07/11/2017,Corporate,Ohio,Newark,Plantronics Audio 478 Stereo USB Headset,Technology,Accessories,119.976
3061,CA-2018-127621,03/03/2018,Consumer,Texas,Dallas,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Office Supplies,Paper,26.88
3062,CA-2016-145184,27/11/2016,Corporate,Delaware,Newark,Apple EarPods with Remote and Mic,Technology,Phones,83.97
3063,CA-2016-145184,27/11/2016,Corporate,Delaware,Newark,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",Technology,Accessories,104.97
3064,CA-2018-106859,13/03/2018,Home Office,New Mexico,Albuquerque,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Office Supplies,Storage,90.8
3065,CA-2018-106859,13/03/2018,Home Office,New Mexico,Albuquerque,OtterBox Commuter Series Case - iPhone 5 & 5s,Technology,Phones,140.736
3066,CA-2018-106859,13/03/2018,Home Office,New Mexico,Albuquerque,Logitech Wireless Headset H600 Over-The-Head Design,Technology,Accessories,214.95
3067,CA-2018-106859,13/03/2018,Home Office,New Mexico,Albuquerque,Xerox 230,Office Supplies,Paper,45.36
3068,CA-2018-106859,13/03/2018,Home Office,New Mexico,Albuquerque,Xerox 1885,Office Supplies,Paper,288.24
3069,US-2018-120089,30/11/2018,Home Office,Ohio,Toledo,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Office Supplies,Appliances,663.936
3070,CA-2015-119375,17/11/2015,Corporate,Delaware,Newark,Smead Adjustable Mobile File Trolley with Lockable Top,Office Supplies,Storage,2934.33
3071,CA-2015-119375,17/11/2015,Corporate,Delaware,Newark,Eldon Econocleat Chair Mats for Low Pile Carpets,Furniture,Furnishings,124.41
3072,CA-2015-119375,17/11/2015,Corporate,Delaware,Newark,Deluxe Chalkboard Eraser Cleaner,Office Supplies,Art,57.75
3073,CA-2017-125206,03/01/2017,Consumer,California,Los Angeles,Recycled Steel Personal File for Hanging File Folders,Office Supplies,Storage,114.46
3074,CA-2016-126137,03/10/2016,Consumer,California,Los Angeles,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Furniture,Bookcases,120.666
3075,CA-2015-143903,20/07/2015,Home Office,Texas,Dallas,Letter Size Cart,Office Supplies,Storage,342.864
3076,CA-2015-143903,20/07/2015,Home Office,Texas,Dallas,Westinghouse Clip-On Gooseneck Lamps,Furniture,Furnishings,16.74
3077,CA-2015-143903,20/07/2015,Home Office,Texas,Dallas,HON 5400 Series Task Chairs for Big and Tall,Furniture,Chairs,981.372
3078,CA-2015-104780,21/05/2015,Home Office,California,San Diego,4009 Highlighters by Sanford,Office Supplies,Art,31.84
3079,CA-2018-101182,04/09/2018,Home Office,California,Apple Valley,Xerox 220,Office Supplies,Paper,12.96
3080,CA-2018-101182,04/09/2018,Home Office,California,Apple Valley,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,Technology,Phones,43.176
3081,US-2018-132297,27/05/2018,Home Office,Kentucky,Louisville,Binding Machine Supplies,Office Supplies,Binders,58.34
3082,US-2018-132297,27/05/2018,Home Office,Kentucky,Louisville,Google Nexus 5,Technology,Phones,539.97
3083,CA-2015-100328,28/01/2015,Consumer,New York,New York City,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,Binders,3.928
3084,CA-2018-118773,09/02/2018,Consumer,Texas,Houston,GBC ProClick 150 Presentation Binding System,Office Supplies,Binders,252.784
3085,CA-2018-118773,09/02/2018,Consumer,Texas,Houston,Razer Kraken PRO Over Ear PC and Music Headset,Technology,Accessories,127.984
3086,CA-2018-118773,09/02/2018,Consumer,Texas,Houston,Stacking Trays by OIC,Furniture,Furnishings,3.984
3087,CA-2018-118773,09/02/2018,Consumer,Texas,Houston,Belkin F9S820V06 8 Outlet Surge,Office Supplies,Appliances,12.992
3088,US-2018-159205,31/03/2018,Home Office,Kentucky,Henderson,Advantus Panel Wall Certificate Holder - 8.5x11,Furniture,Furnishings,61.0
3089,US-2018-159205,31/03/2018,Home Office,Kentucky,Henderson,Vtech CS6719,Technology,Phones,671.93
3090,CA-2017-112123,03/03/2017,Consumer,Delaware,Newark,GBC ProClick Punch Binding System,Office Supplies,Binders,447.86
3091,CA-2017-112123,03/03/2017,Consumer,Delaware,Newark,Pyle PMP37LED,Technology,Phones,479.95
3092,CA-2017-112123,03/03/2017,Consumer,Delaware,Newark,Xerox 194,Office Supplies,Paper,166.44
3093,CA-2016-114468,23/08/2016,Consumer,Illinois,Bolingbrook,Acme Tagit Stainless Steel Antibacterial Scissors,Office Supplies,Supplies,31.68
3094,CA-2016-114468,23/08/2016,Consumer,Illinois,Bolingbrook,Xerox 206,Office Supplies,Paper,10.368
3095,CA-2016-114468,23/08/2016,Consumer,Illinois,Bolingbrook,Staples,Office Supplies,Fasteners,12.032
3096,CA-2016-114468,23/08/2016,Consumer,Illinois,Bolingbrook,Holmes Odor Grabber,Office Supplies,Appliances,5.768
3097,CA-2018-135692,27/04/2018,Corporate,Texas,Fort Worth,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Office Supplies,Labels,33.12
3098,CA-2018-135692,27/04/2018,Corporate,Texas,Fort Worth,Sauder Barrister Bookcases,Furniture,Bookcases,220.2656
3099,CA-2018-131233,14/04/2018,Consumer,New York,New York City,Avery Non-Stick Binders,Office Supplies,Binders,10.776
3100,CA-2018-131233,14/04/2018,Consumer,New York,New York City,"Bush Westfield Collection Bookcases, Fully Assembled",Furniture,Bookcases,242.352
3101,CA-2018-119578,22/12/2018,Corporate,Rhode Island,Providence,Premier Electric Letter Opener,Office Supplies,Supplies,695.16
3102,CA-2018-119578,22/12/2018,Corporate,Rhode Island,Providence,"Bush Cubix Collection Bookcases, Fully Assembled",Furniture,Bookcases,220.98
3103,CA-2017-124562,08/12/2017,Home Office,Ohio,Columbus,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",Office Supplies,Binders,12.957
3104,US-2018-140074,23/03/2018,Consumer,New York,New York City,Xerox 1980,Office Supplies,Paper,25.68
3105,CA-2017-103037,25/07/2017,Corporate,Texas,Houston,Avery 493,Office Supplies,Labels,15.712
3106,CA-2018-127460,10/07/2018,Home Office,Illinois,Aurora,"Fellowes Mobile File Cart, Black",Office Supplies,Storage,298.464
3107,CA-2017-121671,17/07/2017,Consumer,Missouri,Springfield,Strathmore Photo Frame Cards,Office Supplies,Paper,21.93
3108,CA-2017-121671,17/07/2017,Consumer,Missouri,Springfield,"Carina 42""Hx23 3/4""W Media Storage Unit",Office Supplies,Storage,242.94
3109,CA-2017-121671,17/07/2017,Consumer,Missouri,Springfield,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Office Supplies,Paper,7.64
3110,CA-2017-121671,17/07/2017,Consumer,Missouri,Springfield,Xerox 1993,Office Supplies,Paper,51.84
3111,CA-2017-121671,17/07/2017,Consumer,Missouri,Springfield,Tennsco 6- and 18-Compartment Lockers,Office Supplies,Storage,265.17
3112,CA-2017-150350,23/08/2017,Consumer,Washington,Seattle,Okidata C331dn Printer,Technology,Machines,837.6
3113,CA-2017-150350,23/08/2017,Consumer,Washington,Seattle,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Envelopes,135.9
3114,CA-2017-150350,23/08/2017,Consumer,Washington,Seattle,Xerox 1978,Office Supplies,Paper,34.68
3115,CA-2017-150350,23/08/2017,Consumer,Washington,Seattle,Office Star Flex Back Scooter Chair with White Frame,Furniture,Chairs,532.704
3116,CA-2017-150350,23/08/2017,Consumer,Washington,Seattle,"Acco Six-Outlet Power Strip, 4' Cord Length",Office Supplies,Appliances,43.1
3117,CA-2017-150350,23/08/2017,Consumer,Washington,Seattle,Acme Rosewood Handle Letter Opener,Office Supplies,Supplies,15.88
3118,CA-2016-121720,11/06/2016,Corporate,Florida,Lakeland,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Furniture,Chairs,1123.92
3119,CA-2016-121720,11/06/2016,Corporate,Florida,Lakeland,Cisco SPA301,Technology,Phones,249.584
3120,CA-2016-121720,11/06/2016,Corporate,Florida,Lakeland,"Seth Thomas 8 1/2"" Cubicle Clock",Furniture,Furnishings,48.672
3121,CA-2016-121720,11/06/2016,Corporate,Florida,Lakeland,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Office Supplies,Art,60.768
3122,CA-2016-121720,11/06/2016,Corporate,Florida,Lakeland,Ibico Laser Imprintable Binding System Covers,Office Supplies,Binders,78.6
3123,CA-2016-121720,11/06/2016,Corporate,Florida,Lakeland,GBC Standard Plastic Binding Systems' Combs,Office Supplies,Binders,3.768
3124,CA-2016-121720,11/06/2016,Corporate,Florida,Lakeland,Tennsco 16-Compartment Lockers with Coat Rack,Office Supplies,Storage,1036.624
3125,CA-2016-121720,11/06/2016,Corporate,Florida,Lakeland,Fellowes High-Stak Drawer Files,Office Supplies,Storage,563.808
3126,CA-2018-149895,08/09/2018,Consumer,Pennsylvania,Philadelphia,Samsung Galaxy Note 2,Technology,Phones,258.528
3127,CA-2018-147564,02/10/2018,Consumer,New York,New York City,Xerox 1907,Office Supplies,Paper,49.12
3128,CA-2015-136399,16/12/2015,Home Office,California,Los Angeles,"Executive Impressions 14"" Contract Wall Clock",Furniture,Furnishings,44.46
3129,CA-2015-136399,16/12/2015,Home Office,California,Los Angeles,DMI Arturo Collection Mission-style Design Wood Chair,Furniture,Chairs,241.568
3130,CA-2015-136399,16/12/2015,Home Office,California,Los Angeles,First Data FD10 PIN Pad,Technology,Accessories,395.0
3131,CA-2015-136399,16/12/2015,Home Office,California,Los Angeles,GE 30524EE4,Technology,Phones,627.168
3132,CA-2015-107916,24/08/2015,Corporate,New York,Oceanside,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Furniture,Furnishings,13.28
3133,CA-2015-107916,24/08/2015,Corporate,New York,Oceanside,"Wilson Jones 1"" Hanging DublLock Ring Binders",Office Supplies,Binders,12.672
3134,CA-2018-164168,12/11/2018,Home Office,Texas,Dallas,Surelock Post Binders,Office Supplies,Binders,30.56
3135,CA-2018-164168,12/11/2018,Home Office,Texas,Dallas,Fellowes Neat Ideas Storage Cubes,Office Supplies,Storage,77.952
3136,CA-2018-164168,12/11/2018,Home Office,Texas,Dallas,Panasonic KX TS3282W Corded phone,Technology,Phones,67.992
3137,CA-2018-164168,12/11/2018,Home Office,Texas,Dallas,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Office Supplies,Envelopes,12.224
3138,CA-2018-164168,12/11/2018,Home Office,Texas,Dallas,Maxell LTO Ultrium - 800 GB,Technology,Accessories,44.784
3139,CA-2018-164168,12/11/2018,Home Office,Texas,Dallas,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Furniture,Furnishings,22.848
3140,CA-2016-112557,25/04/2016,Consumer,New York,New York City,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Office Supplies,Appliances,206.43
3141,US-2015-122959,12/12/2015,Corporate,Texas,San Antonio,GBC DocuBind 300 Electric Binding Machine,Office Supplies,Binders,210.392
3142,CA-2018-162572,25/09/2018,Consumer,Ohio,Cincinnati,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Technology,Accessories,119.96
3143,CA-2018-162572,25/09/2018,Consumer,Ohio,Cincinnati,Newell 311,Office Supplies,Art,10.608
3144,US-2017-148110,05/09/2017,Corporate,Texas,Austin,"Situations Contoured Folding Chairs, 4/Set",Furniture,Chairs,347.802
3145,CA-2018-131828,11/02/2018,Corporate,Washington,Seattle,"Global Leather and Oak Executive Chair, Black",Furniture,Chairs,963.136
3146,CA-2018-131828,11/02/2018,Corporate,Washington,Seattle,"Logitech B530 USB Headset - headset - Full size, Binaural",Technology,Phones,88.776
3147,CA-2015-109218,30/06/2015,Corporate,California,Los Angeles,"BIC Brite Liner Highlighters, Chisel Tip",Office Supplies,Art,32.4
3148,CA-2017-120558,07/06/2017,Home Office,New York,New York City,Xerox 226,Office Supplies,Paper,32.4
3149,US-2015-109036,20/12/2015,Consumer,Washington,Seattle,Avery 489,Office Supplies,Labels,31.05
3150,CA-2016-147830,15/12/2016,Consumer,Ohio,Newark,Logitech G19 Programmable Gaming Keyboard,Technology,Accessories,2025.36
3151,CA-2016-147830,15/12/2016,Consumer,Ohio,Newark,Cubify CubeX 3D Printer Double Head Print,Technology,Machines,1799.994
3152,CA-2016-147830,15/12/2016,Consumer,Ohio,Newark,Panasonic KX TS3282W Corded phone,Technology,Phones,101.988
3153,CA-2016-147830,15/12/2016,Consumer,Ohio,Newark,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Furniture,Furnishings,262.864
3154,CA-2018-150497,20/07/2018,Corporate,Minnesota,Maple Grove,Ibico Ibimaster 300 Manual Binding System,Office Supplies,Binders,735.98
3155,CA-2015-128986,03/08/2015,Home Office,Arizona,Glendale,White Computer Printout Paper by Universal,Office Supplies,Paper,93.024
3156,CA-2016-139584,24/08/2016,Corporate,New York,New York City,Chromcraft Rectangular Conference Tables,Furniture,Tables,284.364
3157,CA-2016-139584,24/08/2016,Corporate,New York,New York City,Memorex Micro Travel Drive 8 GB,Technology,Accessories,26.0
3158,US-2017-162677,26/03/2017,Consumer,North Carolina,Jacksonville,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Office Supplies,Storage,67.64
3159,US-2017-162677,26/03/2017,Consumer,North Carolina,Jacksonville,Case Logic 2.4GHz Wireless Keyboard,Technology,Accessories,119.976
3160,US-2015-150924,12/09/2015,Consumer,Texas,Houston,Wilson Jones Impact Binders,Office Supplies,Binders,5.18
3161,CA-2015-153969,21/09/2015,Consumer,California,San Francisco,Staple envelope,Office Supplies,Envelopes,15.56
3162,CA-2015-153969,21/09/2015,Consumer,California,San Francisco,"#10 White Business Envelopes,4 1/8 x 9 1/2",Office Supplies,Envelopes,78.35
3163,CA-2015-153969,21/09/2015,Consumer,California,San Francisco,Newell 34,Office Supplies,Art,59.52
3164,CA-2015-153969,21/09/2015,Consumer,California,San Francisco,Xerox 1971,Office Supplies,Paper,38.52
3165,CA-2015-153969,21/09/2015,Consumer,California,San Francisco,Polycom CX300 Desktop Phone USB VoIP phone,Technology,Phones,239.984
3166,CA-2015-153969,21/09/2015,Consumer,California,San Francisco,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",Office Supplies,Paper,19.35
3167,CA-2017-146682,29/10/2017,Consumer,Michigan,Lansing,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Furniture,Furnishings,67.0
3168,CA-2017-138695,28/05/2017,Corporate,Florida,Tallahassee,Novimex Fabric Task Chair,Furniture,Chairs,390.272
3169,CA-2017-138695,28/05/2017,Corporate,Florida,Tallahassee,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Office Supplies,Paper,62.192
3170,CA-2018-107461,21/12/2018,Consumer,South Carolina,Columbia,Ibico Presentation Index for Binding Systems,Office Supplies,Binders,23.88
3171,US-2017-133879,21/03/2017,Consumer,Illinois,Chicago,Avery Durable Slant Ring Binders,Office Supplies,Binders,3.168
3172,US-2017-133879,21/03/2017,Consumer,Illinois,Chicago,"Global Airflow Leather Mesh Back Chair, Black",Furniture,Chairs,528.43
3173,US-2017-133879,21/03/2017,Consumer,Illinois,Chicago,Newell 33,Office Supplies,Art,13.392
3174,CA-2018-157483,11/11/2018,Consumer,Michigan,Detroit,Boston 1799 Powerhouse Electric Pencil Sharpener,Office Supplies,Art,181.86
3175,US-2018-132059,23/09/2018,Consumer,Colorado,Fort Collins,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Furniture,Bookcases,180.588
3176,US-2018-132059,23/09/2018,Consumer,Colorado,Fort Collins,Belkin F8E887 USB Wired Ergonomic Keyboard,Technology,Accessories,47.984
3177,CA-2018-122280,10/09/2018,Consumer,New York,New York City,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",Office Supplies,Paper,18.76
3178,CA-2018-105235,05/12/2018,Corporate,New York,New York City,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",Furniture,Furnishings,20.94
3179,CA-2018-105235,05/12/2018,Corporate,New York,New York City,"Seth Thomas 14"" Putty-Colored Wall Clock",Furniture,Furnishings,58.68
3180,CA-2018-105235,05/12/2018,Corporate,New York,New York City,Eureka The Boss Cordless Rechargeable Stick Vac,Office Supplies,Appliances,254.9
3181,CA-2018-152912,09/11/2018,Corporate,Maryland,Columbia,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,Binders,9.64
3182,CA-2018-152912,09/11/2018,Corporate,Maryland,Columbia,Maxell iVDR EX 500GB Cartridge,Technology,Accessories,826.62
3183,CA-2018-152912,09/11/2018,Corporate,Maryland,Columbia,Adjustable Depth Letter/Legal Cart,Office Supplies,Storage,1633.14
3184,CA-2018-152912,09/11/2018,Corporate,Maryland,Columbia,Adjustable Depth Letter/Legal Cart,Office Supplies,Storage,544.38
3185,CA-2015-123498,07/11/2015,Corporate,Texas,Houston,Satellite Sectional Post Binders,Office Supplies,Binders,26.046
3186,CA-2015-123498,07/11/2015,Corporate,Texas,Houston,Staple envelope,Office Supplies,Envelopes,74.352
3187,CA-2018-159352,12/03/2018,Corporate,Massachusetts,Lowell,PowerGen Dual USB Car Charger,Technology,Phones,69.93
3188,US-2018-146416,20/10/2018,Corporate,California,Woodland,Avery 510,Office Supplies,Labels,3.75
3189,US-2018-146416,20/10/2018,Corporate,California,Woodland,Wilson Jones Four-Pocket Poly Binders,Office Supplies,Binders,20.928
3190,US-2016-163783,27/12/2016,Home Office,Illinois,Chicago,Sterilite Show Offs Storage Containers,Office Supplies,Storage,12.672
3191,CA-2018-123981,02/10/2018,Corporate,New York,New York City,Plantronics 81402,Technology,Phones,65.99
3192,CA-2018-158953,04/06/2018,Corporate,Texas,Missouri City,Presstex Flexible Ring Binders,Office Supplies,Binders,6.37
3193,CA-2015-165428,01/09/2015,Consumer,Texas,Houston,Prestige Round Ring Binders,Office Supplies,Binders,3.648
3194,CA-2015-165428,01/09/2015,Consumer,Texas,Houston,Xerox 216,Office Supplies,Paper,31.104
3195,CA-2017-169026,08/08/2017,Home Office,Mississippi,Jackson,"Alliance Super-Size Bands, Assorted Sizes",Office Supplies,Fasteners,23.34
3196,CA-2018-109750,22/07/2018,Corporate,New York,New York City,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Technology,Phones,29.97
3197,CA-2016-149384,10/07/2016,Consumer,Arizona,Tempe,Accohide Poly Flexible Ring Binders,Office Supplies,Binders,3.366
3198,CA-2015-131527,01/12/2015,Consumer,North Carolina,Jacksonville,"BlueLounge Milo Smartphone Stand, White/Metallic",Technology,Phones,95.968
3199,CA-2018-164000,18/12/2018,Corporate,Pennsylvania,Philadelphia,Avery Fluorescent Highlighter Four-Color Set,Office Supplies,Art,18.704
3200,CA-2015-164224,18/05/2015,Consumer,Ohio,Akron,Deflect-o Glass Clear Studded Chair Mats,Furniture,Furnishings,149.232
3201,CA-2015-164224,18/05/2015,Consumer,Ohio,Akron,Xerox 1949,Office Supplies,Paper,15.936
3202,CA-2015-158372,10/11/2015,Consumer,California,San Diego,Jabra SPEAK 410,Technology,Phones,601.536
3203,CA-2015-158372,10/11/2015,Consumer,California,San Diego,Memorex Froggy Flash Drive 4 GB,Technology,Accessories,10.99
3204,CA-2015-158372,10/11/2015,Consumer,California,San Diego,Luxo Economy Swing Arm Lamp,Furniture,Furnishings,39.88
3205,CA-2015-158372,10/11/2015,Consumer,California,San Diego,"Southworth 100% Résumé Paper, 24lb.",Office Supplies,Paper,62.24
3206,CA-2015-158372,10/11/2015,Consumer,California,San Diego,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Furniture,Furnishings,53.2
3207,CA-2015-158372,10/11/2015,Consumer,California,San Diego,Avery White Multi-Purpose Labels,Office Supplies,Labels,39.84
3208,CA-2017-108882,09/01/2017,Corporate,California,Fresno,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,Technology,Accessories,349.95
3209,CA-2017-108882,09/01/2017,Corporate,California,Fresno,netTALK DUO VoIP Telephone Service,Technology,Phones,377.928
3210,US-2018-108245,22/09/2018,Corporate,Texas,Pearland,Staple envelope,Office Supplies,Envelopes,13.392
3211,US-2018-108245,22/09/2018,Corporate,Texas,Pearland,Insertable Tab Post Binder Dividers,Office Supplies,Binders,11.228
3212,CA-2015-142314,23/12/2015,Consumer,Indiana,Richmond,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Office Supplies,Appliances,207.24
3213,CA-2017-132409,26/05/2017,Corporate,Pennsylvania,Philadelphia,"OIC #2 Pencils, Medium Soft",Office Supplies,Art,1.504
3214,CA-2017-132409,26/05/2017,Corporate,Pennsylvania,Philadelphia,Holmes HEPA Air Purifier,Office Supplies,Appliances,34.848
3215,CA-2018-150189,08/07/2018,Consumer,California,San Mateo,Avery 485,Office Supplies,Labels,75.18
3216,CA-2015-114433,13/05/2015,Consumer,California,Oakland,Plantronics Audio 478 Stereo USB Headset,Technology,Accessories,149.97
3217,CA-2018-104640,10/11/2018,Corporate,New York,New York City,Fellowes PB300 Plastic Comb Binding Machine,Office Supplies,Binders,931.176
3218,CA-2018-104640,10/11/2018,Corporate,New York,New York City,Samsung Galaxy Note 2,Technology,Phones,430.88
3219,US-2016-137008,02/10/2016,Corporate,New Jersey,Lakewood,Computer Printout Paper with Letter-Trim Perforations,Office Supplies,Paper,94.85
3220,US-2016-137008,02/10/2016,Corporate,New Jersey,Lakewood,Globe Weis Peel & Seel First Class Envelopes,Office Supplies,Envelopes,51.12
3221,US-2016-137008,02/10/2016,Corporate,New Jersey,Lakewood,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,Technology,Accessories,90.0
3222,CA-2015-108189,02/10/2015,Corporate,Arizona,Tempe,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Office Supplies,Paper,9.408
3223,CA-2015-108189,02/10/2015,Corporate,Arizona,Tempe,Staples,Office Supplies,Fasteners,4.672
3224,CA-2015-108189,02/10/2015,Corporate,Arizona,Tempe,Bose SoundLink Bluetooth Speaker,Technology,Phones,318.4
3225,CA-2015-108189,02/10/2015,Corporate,Arizona,Tempe,Letter or Legal Size Expandable Poly String Tie Envelopes,Office Supplies,Envelopes,12.768
3226,CA-2015-108189,02/10/2015,Corporate,Arizona,Tempe,Stiletto Hand Letter Openers,Office Supplies,Supplies,15.36
3227,CA-2015-108189,02/10/2015,Corporate,Arizona,Tempe,Pyle PMP37LED,Technology,Phones,230.376
3228,CA-2015-108189,02/10/2015,Corporate,Arizona,Tempe,Kingston Digital DataTraveler 16GB USB 2.0,Technology,Accessories,7.16
3229,CA-2015-154641,11/08/2015,Consumer,New York,New York City,Tennsco Single-Tier Lockers,Office Supplies,Storage,375.34
3230,CA-2018-131625,01/09/2018,Consumer,New York,New York City,"Seth Thomas 12"" Clock w/ Goldtone Case",Furniture,Furnishings,114.9
3231,US-2018-156356,16/04/2018,Consumer,Texas,Houston,Satellite Sectional Post Binders,Office Supplies,Binders,26.046
3232,US-2018-156356,16/04/2018,Consumer,Texas,Houston,"GBC White Gloss Covers, Plain Front",Office Supplies,Binders,2.896
3233,US-2018-156356,16/04/2018,Consumer,Texas,Houston,Tennsco Commercial Shelving,Office Supplies,Storage,32.544
3234,CA-2017-138933,24/04/2017,Consumer,California,Riverside,Cardinal Holdit Business Card Pockets,Office Supplies,Binders,3.984
3235,CA-2017-140746,15/01/2017,Consumer,Connecticut,Fairfield,"Bevis Round Bullnose 29"" High Table Top",Furniture,Tables,181.797
3236,CA-2017-146836,02/05/2017,Consumer,New York,New York City,Super Decoflex Portable Personal File,Office Supplies,Storage,44.94
3237,CA-2017-146836,02/05/2017,Consumer,New York,New York City,Poly Designer Cover & Back,Office Supplies,Binders,45.576
3238,US-2017-127971,20/11/2017,Corporate,Texas,Houston,"Global Wood Trimmed Manager's Task Chair, Khaki",Furniture,Chairs,318.43
3239,US-2017-127971,20/11/2017,Corporate,Texas,Houston,Samsung HM1900 Bluetooth Headset,Technology,Phones,122.92
3240,US-2017-127971,20/11/2017,Corporate,Texas,Houston,Eldon Wave Desk Accessories,Furniture,Furnishings,7.068
3241,US-2017-140809,01/02/2017,Corporate,Virginia,Arlington,X-Rack File for Hanging Folders,Office Supplies,Storage,56.45
3242,CA-2018-114524,31/03/2018,Consumer,Illinois,Chicago,"SlimView Poly Binder, 3/8""",Office Supplies,Binders,13.468
